	cocktail	cluster	x	y
517	Hyatt's Jamaican Banana	1	32.173763275146484	-7.528942108154297
518	H.P.W. Cocktail	7	-1.0971919298171997	27.857555389404297
519	Hot Shot Margarita	8	-16.613258361816406	29.869043350219727
520	The Groupie	2	18.282896041870117	-17.21013641357422
521	Hot Brandy Flip	4	-13.650659561157227	-15.114645004272461
522	Grape Nehi	2	18.18052864074707	-14.284284591674805
523	Hole-in-One Cocktai	9	-25.754104614257812	24.066312789916992
524	Grapefruit Gimlet Royale	8	-12.827150344848633	32.78993225097656
525	Hair Raiser	2	17.729671478271484	-14.309309959411621
526	Godmother	3	5.192100524902344	-18.2179012298584
527	Green Opal	7	-4.562321662902832	28.625499725341797
528	Green Hornet (Dry)	2	18.398296356201172	-15.937355995178223
529	Green Fizz	5	-20.381866455078125	-8.458695411682129
530	Godchild	3	5.191967010498047	-18.217905044555664
531	Grape Vodka Froth	2	16.717191696166992	-15.727191925048828
532	Grapefruit Nog	4	-16.14124870300293	-16.728374481201172
533	Golden Slipper	4	-15.159835815429688	-18.789518356323242
534	Golden Freindship	1	30.392833709716797	-7.210958480834961
535	Golden Frappe	2	17.742961883544922	-11.505372047424316
536	Glass Tower	1	32.12471389770508	-4.744807243347168
537	Golden Fizz	5	-20.651025772094727	-9.539933204650879
538	Gloom Lifter	4	-14.732086181640625	-14.221202850341797
539	Glogg	3	0.7673537731170654	-12.500916481018066
540	Georgia Peach	3	6.0768208503723145	-17.790517807006836
541	Georgia Mule	2	16.232046127319336	-13.789034843444824
542	Gentle Ben	3	8.599227905273438	-14.595048904418945
543	East India Cocktail No. 1	6	10.114455223083496	20.38361930847168
544	General Harrison's Eggnog	5	-17.573190689086914	-9.42928695678711
545	Gables Collins	6	8.1387357711792	23.39811134338379
546	Frozen Brandy and Rum	4	-15.050614356994629	-14.188690185546875
547	Frozen Apple	5	-17.53353500366211	-8.464277267456055
548	Frisky Witch	3	6.460545539855957	-17.572595596313477
549	Froth Blower Cocktail	5	-21.936248779296875	-12.149738311767578
550	French Martini	6	7.879420757293701	23.862199783325195
551	Flatiron Martini	3	8.615148544311523	-15.913241386413574
552	Favourite Cocktail	4	-18.149625778198242	-21.35713768005371
553	Electric Jam	2	19.469892501831055	-15.553988456726074
554	Fairy Belle Cocktail	4	-17.40591049194336	-18.72368049621582
555	Duke Cocktail	2	17.197423934936523	-5.626733779907227
556	Dreamy Dorini Smoking Martini	3	6.461280822753906	-17.57265281677246
557	Dubonnet Highball	3	-1.196179986000061	-16.399715423583984
558	Dubonnet Fizz	4	-13.946086883544922	-21.846792221069336
559	Dubonnet Cocktail	9	-27.33535385131836	22.52525520324707
560	Doctor Cook	5	-23.394466400146484	-10.83640193939209
561	Desert Sunrise	6	8.360725402832031	24.37251853942871
562	Dillatini	7	-1.2910648584365845	28.033153533935547
563	Devil's Cocktail	2	18.826364517211914	-10.121166229248047
564	Derby Fizz	5	-18.774194717407227	-9.594727516174316
565	Cubeltini	8	-13.577642440795898	31.405405044555664
566	Crocodile Cooler	6	11.356206893920898	20.72213363647461
567	Cosmopolitan	8	-12.004220008850098	30.110095977783203
568	Dream Cocktail	4	-12.924065589904785	-19.041595458984375
569	Jean Lafitte Cocktail	5	-19.128986358642578	-8.517736434936523
570	Japanese Fizz	5	-18.880558013916016	-10.311307907104492
571	Citronella Cooler	2	19.708898544311523	-17.71292495727539
572	North Pole Cocktail	5	-23.394521713256836	-10.83629322052002
573	The Cinquecento	9	-25.227413177490234	27.406055450439453
574	New Orleans Gin Fizz	5	-20.430355072021484	-8.656628608703613
575	Napoleon	7	-3.187364339828491	31.385147094726562
576	Zombie	6	8.613341331481934	20.28282928466797
577	Kiss the Boys Goodbye	5	-22.19790267944336	-10.664960861206055
578	X.Y.Z. Cocktail	2	19.969030380249023	-7.471624851226807
579	K.G.B. Cocktail	4	-17.025766372680664	-21.06882667541504
580	Eye-Opener	1	32.77944564819336	-5.494128227233887
581	Wiki Waki Woo	6	12.058241844177246	22.993371963500977
582	Elk's Own Cocktail	5	-18.881656646728516	-10.310523986816406
583	Eggnog Supreme	5	-16.467111587524414	-9.145788192749023
584	Egg Sour	4	-14.977627754211426	-14.556892395019531
585	White Lion Cocktail	2	22.80354118347168	-8.9718599319458
586	White Lily Cocktail	1	31.5082950592041	-5.833441257476807
587	Ice Cream Flip	3	2.6977217197418213	-12.949258804321289
588	Outrigger	6	7.575356483459473	22.824419021606445
589	Opera Cocktail	7	-3.7543303966522217	30.59639549255371
590	Virginia Dare	9	-28.262357711791992	24.396005630493164
591	Opening Cocktail	7	1.4421589374542236	28.386882781982422
592	Queen Bee	8	-11.094245910644531	30.713844299316406
593	Van Vleet	2	20.43964195251465	-8.172618865966797
594	Zaza Cocktail	7	-3.641498327255249	30.73464584350586
595	The Vacation Cocktail	1	28.098243713378906	-1.374313235282898
596	Dolores	4	-11.650863647460938	-16.39950942993164
597	Vesuvio	5	-18.117412567138672	-11.472023010253906
598	Urban Anxiety	9	-26.19601821899414	27.665817260742188
599	Virgin	0	39.53311538696289	-6.174916744232178
600	Tropica Cocktail	6	9.263896942138672	24.766448974609375
601	Vermouth Cassis	7	0.7798567414283752	29.11419677734375
602	Verboten	5	-23.886220932006836	-7.489995002746582
603	Velvet Hammer No. 2	3	3.261361837387085	-17.079524993896484
604	Velvet Hammer No. 1	3	5.964972972869873	-19.414472579956055
605	Ulanda Cocktail	7	-4.855343341827393	27.30862045288086
606	Torridora Cocktail	4	-8.153122901916504	-20.679527282714844
607	Boston Sour	5	-18.88054847717285	-10.311433792114258
608	Three Miller Cocktail	1	27.297500610351562	-4.065640449523926
609	Bird-of-Paradise Fizz	5	-20.937213897705078	-10.449644088745117
610	Biffy Cocktail	5	-23.733537673950195	-9.099588394165039
611	Between-The-Sheets Cocktail	4	-12.018888473510742	-24.121864318847656
612	Third-Rail Cocktail	4	-10.444817543029785	-20.958881378173828
613	Bentley	4	-10.346851348876953	-19.731422424316406
614	Tahiti Club	6	9.700872421264648	21.860937118530273
615	Barton Special	7	-4.0230255126953125	28.244346618652344
616	Barnaby's Buffalo Blizzard	3	5.304512023925781	-20.138797760009766
617	Susie Taylor	1	29.183183670043945	-2.232795476913452
618	Baltimore Bracer	4	-12.811578750610352	-16.675342559814453
619	Bachelor's Bait Cocktail	9	-26.9166259765625	22.00353240966797
620	Bushranger	9	-28.225692749023438	23.921829223632812
621	Sunset at Gowanus	1	31.83136558532715	-2.006664276123047
622	Bulldog Highballl	7	-5.466485500335693	25.855249404907227
623	Bucks Fizz (Mimosa)	3	5.155763626098633	-14.766427040100098
624	Buckjones	1	29.777236938476562	-4.063939571380615
625	Stormy Colada	6	8.989603996276855	23.5931339263916
626	Bronx SIlver Cocktail	7	0.30285799503326416	24.9796199798584
627	Bronx Golden Cocktail	7	-0.696094274520874	24.86895751953125
628	Stone Wall	1	30.131683349609375	-0.8696199059486389
629	Depth Bomb	4	-10.53178882598877	-23.136621475219727
